"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 17 10:56:07 GMT 2024","Thu Oct 17 10:56:14 GMT 2024","6516","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
"passed","Thu Oct 17 10:58:53 GMT 2024","Thu Oct 17 10:59:01 GMT 2024","8305","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"passed","Thu Oct 17 10:56:48 GMT 2024","Thu Oct 17 10:58:28 GMT 2024","100220","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
"passed","Thu Oct 17 10:58:12 GMT 2024","Thu Oct 17 10:58:43 GMT 2024","30551","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Thu Oct 17 10:58:59 GMT 2024","Thu Oct 17 10:59:07 GMT 2024","8497","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Thu Oct 17 10:56:14 GMT 2024","Thu Oct 17 10:56:21 GMT 2024","7062","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Thu Oct 17 11:00:43 GMT 2024","Thu Oct 17 11:00:49 GMT 2024","5984","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"passed","Thu Oct 17 10:59:07 GMT 2024","Thu Oct 17 10:59:23 GMT 2024","15129","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Thu Oct 17 11:00:31 GMT 2024","Thu Oct 17 11:00:36 GMT 2024","5065","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
"passed","Thu Oct 17 10:58:33 GMT 2024","Thu Oct 17 10:58:38 GMT 2024","4923","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Thu Oct 17 10:59:33 GMT 2024","Thu Oct 17 11:00:29 GMT 2024","55150","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"passed","Thu Oct 17 10:56:03 GMT 2024","Thu Oct 17 10:56:46 GMT 2024","43638","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"broken","Thu Oct 17 11:00:54 GMT 2024","Thu Oct 17 11:01:27 GMT 2024","32579","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
"passed","Thu Oct 17 10:59:26 GMT 2024","Thu Oct 17 10:59:33 GMT 2024","6958","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Thu Oct 17 10:56:22 GMT 2024","Thu Oct 17 10:56:27 GMT 2024","5307","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Thu Oct 17 11:00:50 GMT 2024","Thu Oct 17 11:00:56 GMT 2024","6439","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"passed","Thu Oct 17 10:58:29 GMT 2024","Thu Oct 17 10:58:33 GMT 2024","3831","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Thu Oct 17 10:55:57 GMT 2024","Thu Oct 17 10:56:06 GMT 2024","8994","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Thu Oct 17 10:55:57 GMT 2024","Thu Oct 17 10:56:02 GMT 2024","5002","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"passed","Thu Oct 17 11:00:37 GMT 2024","Thu Oct 17 11:00:42 GMT 2024","5437","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Thu Oct 17 10:59:19 GMT 2024","Thu Oct 17 10:59:36 GMT 2024","17032","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"passed","Thu Oct 17 10:58:49 GMT 2024","Thu Oct 17 10:58:58 GMT 2024","8852","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"passed","Thu Oct 17 10:58:39 GMT 2024","Thu Oct 17 10:58:49 GMT 2024","10309","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
"passed","Thu Oct 17 10:56:27 GMT 2024","Thu Oct 17 10:58:11 GMT 2024","103168","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Thu Oct 17 11:00:57 GMT 2024","Thu Oct 17 11:01:02 GMT 2024","4828","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"passed","Thu Oct 17 11:01:03 GMT 2024","Thu Oct 17 11:01:13 GMT 2024","10575","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Thu Oct 17 10:59:02 GMT 2024","Thu Oct 17 10:59:16 GMT 2024","14406","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Thu Oct 17 10:58:44 GMT 2024","Thu Oct 17 10:58:53 GMT 2024","9050","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
