"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 23:44:36 GMT 2024","Wed Oct 16 23:44:40 GMT 2024","4558","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Wed Oct 16 23:40:35 GMT 2024","Wed Oct 16 23:42:14 GMT 2024","99330","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
"passed","Wed Oct 16 23:42:40 GMT 2024","Wed Oct 16 23:42:47 GMT 2024","7484","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
"passed","Wed Oct 16 23:39:44 GMT 2024","Wed Oct 16 23:39:53 GMT 2024","9197","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Wed Oct 16 23:42:48 GMT 2024","Wed Oct 16 23:42:55 GMT 2024","7484","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"passed","Wed Oct 16 23:43:29 GMT 2024","Wed Oct 16 23:43:35 GMT 2024","6434","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Wed Oct 16 23:42:35 GMT 2024","Wed Oct 16 23:43:05 GMT 2024","30142","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Wed Oct 16 23:39:44 GMT 2024","Wed Oct 16 23:39:49 GMT 2024","4757","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"passed","Wed Oct 16 23:42:16 GMT 2024","Wed Oct 16 23:42:19 GMT 2024","3226","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Wed Oct 16 23:44:46 GMT 2024","Wed Oct 16 23:44:52 GMT 2024","5696","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"passed","Wed Oct 16 23:42:30 GMT 2024","Wed Oct 16 23:42:39 GMT 2024","9113","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
"passed","Wed Oct 16 23:40:01 GMT 2024","Wed Oct 16 23:40:08 GMT 2024","6912","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Wed Oct 16 23:44:53 GMT 2024","Wed Oct 16 23:44:57 GMT 2024","4056","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"passed","Wed Oct 16 23:42:55 GMT 2024","Wed Oct 16 23:43:03 GMT 2024","7107","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"passed","Wed Oct 16 23:42:00 GMT 2024","Wed Oct 16 23:42:30 GMT 2024","30255","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Wed Oct 16 23:43:11 GMT 2024","Wed Oct 16 23:43:26 GMT 2024","15181","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Wed Oct 16 23:40:08 GMT 2024","Wed Oct 16 23:40:13 GMT 2024","5032","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Wed Oct 16 23:43:05 GMT 2024","Wed Oct 16 23:43:18 GMT 2024","12820","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Wed Oct 16 23:43:03 GMT 2024","Wed Oct 16 23:43:10 GMT 2024","7487","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Wed Oct 16 23:44:58 GMT 2024","Wed Oct 16 23:45:06 GMT 2024","8673","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Wed Oct 16 23:44:32 GMT 2024","Wed Oct 16 23:44:36 GMT 2024","3940","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
"passed","Wed Oct 16 23:39:49 GMT 2024","Wed Oct 16 23:40:33 GMT 2024","44247","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"passed","Wed Oct 16 23:39:54 GMT 2024","Wed Oct 16 23:40:01 GMT 2024","6544","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
"passed","Wed Oct 16 23:43:36 GMT 2024","Wed Oct 16 23:44:30 GMT 2024","53907","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"passed","Wed Oct 16 23:43:21 GMT 2024","Wed Oct 16 23:43:37 GMT 2024","16106","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"passed","Wed Oct 16 23:40:14 GMT 2024","Wed Oct 16 23:41:58 GMT 2024","104040","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Wed Oct 16 23:44:41 GMT 2024","Wed Oct 16 23:44:46 GMT 2024","4864","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"broken","Wed Oct 16 23:44:57 GMT 2024","Wed Oct 16 23:45:30 GMT 2024","33115","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
