"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 17:25:55 GMT 2024","Wed Oct 16 17:26:03 GMT 2024","8670","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"passed","Wed Oct 16 17:27:48 GMT 2024","Wed Oct 16 17:27:55 GMT 2024","6125","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"passed","Wed Oct 16 17:26:27 GMT 2024","Wed Oct 16 17:26:42 GMT 2024","14979","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"passed","Wed Oct 16 17:22:36 GMT 2024","Wed Oct 16 17:22:45 GMT 2024","8275","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Wed Oct 16 17:28:00 GMT 2024","Wed Oct 16 17:28:10 GMT 2024","10151","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Wed Oct 16 17:27:33 GMT 2024","Wed Oct 16 17:27:37 GMT 2024","4314","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
"passed","Wed Oct 16 17:27:43 GMT 2024","Wed Oct 16 17:27:48 GMT 2024","4928","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"passed","Wed Oct 16 17:26:11 GMT 2024","Wed Oct 16 17:26:24 GMT 2024","13347","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Wed Oct 16 17:26:29 GMT 2024","Wed Oct 16 17:26:35 GMT 2024","5655","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Wed Oct 16 17:22:45 GMT 2024","Wed Oct 16 17:22:51 GMT 2024","5331","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
"broken","Wed Oct 16 17:27:59 GMT 2024","Wed Oct 16 17:28:32 GMT 2024","33105","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
"passed","Wed Oct 16 17:23:03 GMT 2024","Wed Oct 16 17:24:45 GMT 2024","102496","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Wed Oct 16 17:27:55 GMT 2024","Wed Oct 16 17:28:00 GMT 2024","4028","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"failed","Wed Oct 16 17:25:33 GMT 2024","Wed Oct 16 17:25:45 GMT 2024","11937","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Wed Oct 16 17:26:03 GMT 2024","Wed Oct 16 17:26:11 GMT 2024","7484","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"failed","Wed Oct 16 17:25:32 GMT 2024","Wed Oct 16 17:25:53 GMT 2024","20642","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Wed Oct 16 17:22:58 GMT 2024","Wed Oct 16 17:23:03 GMT 2024","4817","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Wed Oct 16 17:27:37 GMT 2024","Wed Oct 16 17:27:42 GMT 2024","4661","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Wed Oct 16 17:22:36 GMT 2024","Wed Oct 16 17:22:41 GMT 2024","4474","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"passed","Wed Oct 16 17:26:04 GMT 2024","Wed Oct 16 17:26:12 GMT 2024","8256","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Wed Oct 16 17:26:12 GMT 2024","Wed Oct 16 17:26:26 GMT 2024","13823","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Wed Oct 16 17:26:35 GMT 2024","Wed Oct 16 17:27:30 GMT 2024","54903","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"passed","Wed Oct 16 17:22:41 GMT 2024","Wed Oct 16 17:23:26 GMT 2024","44235","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"passed","Wed Oct 16 17:25:46 GMT 2024","Wed Oct 16 17:25:54 GMT 2024","8390","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
"passed","Wed Oct 16 17:25:54 GMT 2024","Wed Oct 16 17:26:03 GMT 2024","8592","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
"passed","Wed Oct 16 17:25:04 GMT 2024","Wed Oct 16 17:25:07 GMT 2024","3195","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Wed Oct 16 17:22:51 GMT 2024","Wed Oct 16 17:22:57 GMT 2024","6107","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Wed Oct 16 17:23:27 GMT 2024","Wed Oct 16 17:25:03 GMT 2024","95961","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
