"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 23:36:06 GMT 2024","Wed Oct 16 23:36:11 GMT 2024","5403","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"broken","Wed Oct 16 23:33:56 GMT 2024","Wed Oct 16 23:34:26 GMT 2024","30452","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Wed Oct 16 23:30:34 GMT 2024","Wed Oct 16 23:30:39 GMT 2024","5108","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"passed","Wed Oct 16 23:34:28 GMT 2024","Wed Oct 16 23:34:44 GMT 2024","16492","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"passed","Wed Oct 16 23:30:43 GMT 2024","Wed Oct 16 23:30:49 GMT 2024","6199","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
"passed","Wed Oct 16 23:33:28 GMT 2024","Wed Oct 16 23:33:37 GMT 2024","8683","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
"passed","Wed Oct 16 23:34:18 GMT 2024","Wed Oct 16 23:34:34 GMT 2024","15346","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Wed Oct 16 23:33:46 GMT 2024","Wed Oct 16 23:33:54 GMT 2024","7563","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"passed","Wed Oct 16 23:35:59 GMT 2024","Wed Oct 16 23:36:05 GMT 2024","6059","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"passed","Wed Oct 16 23:30:49 GMT 2024","Wed Oct 16 23:30:57 GMT 2024","7066","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Wed Oct 16 23:33:18 GMT 2024","Wed Oct 16 23:33:28 GMT 2024","9746","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
"passed","Wed Oct 16 23:30:34 GMT 2024","Wed Oct 16 23:30:42 GMT 2024","8275","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Wed Oct 16 23:30:57 GMT 2024","Wed Oct 16 23:31:02 GMT 2024","5474","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Wed Oct 16 23:36:12 GMT 2024","Wed Oct 16 23:36:23 GMT 2024","10551","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Wed Oct 16 23:35:53 GMT 2024","Wed Oct 16 23:35:59 GMT 2024","5578","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"passed","Wed Oct 16 23:31:03 GMT 2024","Wed Oct 16 23:32:46 GMT 2024","102823","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Wed Oct 16 23:35:47 GMT 2024","Wed Oct 16 23:35:53 GMT 2024","5142","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Wed Oct 16 23:31:25 GMT 2024","Wed Oct 16 23:33:04 GMT 2024","98304","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
"passed","Wed Oct 16 23:34:37 GMT 2024","Wed Oct 16 23:34:44 GMT 2024","7024","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Wed Oct 16 23:33:37 GMT 2024","Wed Oct 16 23:33:46 GMT 2024","8681","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"broken","Wed Oct 16 23:36:02 GMT 2024","Wed Oct 16 23:36:34 GMT 2024","32416","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
"passed","Wed Oct 16 23:34:45 GMT 2024","Wed Oct 16 23:35:40 GMT 2024","55368","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"passed","Wed Oct 16 23:30:39 GMT 2024","Wed Oct 16 23:31:24 GMT 2024","44506","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"passed","Wed Oct 16 23:34:04 GMT 2024","Wed Oct 16 23:34:17 GMT 2024","12413","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Wed Oct 16 23:32:47 GMT 2024","Wed Oct 16 23:33:18 GMT 2024","30274","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Wed Oct 16 23:33:54 GMT 2024","Wed Oct 16 23:34:04 GMT 2024","9345","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Wed Oct 16 23:33:05 GMT 2024","Wed Oct 16 23:33:09 GMT 2024","3948","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Wed Oct 16 23:35:42 GMT 2024","Wed Oct 16 23:35:47 GMT 2024","4628","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
