"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 17 10:14:06 GMT 2024","Thu Oct 17 10:15:02 GMT 2024","55827","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"passed","Thu Oct 17 10:15:04 GMT 2024","Thu Oct 17 10:15:08 GMT 2024","4371","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
"failed","Thu Oct 17 10:13:26 GMT 2024","Thu Oct 17 10:13:46 GMT 2024","20476","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Thu Oct 17 10:10:12 GMT 2024","Thu Oct 17 10:10:16 GMT 2024","4488","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"broken","Thu Oct 17 10:15:29 GMT 2024","Thu Oct 17 10:16:02 GMT 2024","33030","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
"passed","Thu Oct 17 10:10:17 GMT 2024","Thu Oct 17 10:11:01 GMT 2024","44395","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"passed","Thu Oct 17 10:15:09 GMT 2024","Thu Oct 17 10:15:14 GMT 2024","4917","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Thu Oct 17 10:14:05 GMT 2024","Thu Oct 17 10:14:12 GMT 2024","6522","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Thu Oct 17 10:10:27 GMT 2024","Thu Oct 17 10:10:34 GMT 2024","6564","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Thu Oct 17 10:12:53 GMT 2024","Thu Oct 17 10:13:01 GMT 2024","7905","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
"passed","Thu Oct 17 10:13:24 GMT 2024","Thu Oct 17 10:13:32 GMT 2024","7955","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Thu Oct 17 10:11:03 GMT 2024","Thu Oct 17 10:12:40 GMT 2024","96782","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
"passed","Thu Oct 17 10:13:33 GMT 2024","Thu Oct 17 10:13:44 GMT 2024","11790","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Thu Oct 17 10:12:22 GMT 2024","Thu Oct 17 10:12:53 GMT 2024","30217","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Thu Oct 17 10:10:39 GMT 2024","Thu Oct 17 10:12:20 GMT 2024","101302","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Thu Oct 17 10:13:01 GMT 2024","Thu Oct 17 10:13:09 GMT 2024","7984","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
"passed","Thu Oct 17 10:15:20 GMT 2024","Thu Oct 17 10:15:26 GMT 2024","5855","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"passed","Thu Oct 17 10:15:27 GMT 2024","Thu Oct 17 10:15:32 GMT 2024","4614","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"passed","Thu Oct 17 10:15:14 GMT 2024","Thu Oct 17 10:15:20 GMT 2024","5112","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"passed","Thu Oct 17 10:13:47 GMT 2024","Thu Oct 17 10:14:02 GMT 2024","15250","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Thu Oct 17 10:13:10 GMT 2024","Thu Oct 17 10:13:17 GMT 2024","7155","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"passed","Thu Oct 17 10:10:12 GMT 2024","Thu Oct 17 10:10:20 GMT 2024","8451","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Thu Oct 17 10:15:32 GMT 2024","Thu Oct 17 10:15:42 GMT 2024","9716","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Thu Oct 17 10:12:41 GMT 2024","Thu Oct 17 10:12:44 GMT 2024","3089","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Thu Oct 17 10:10:34 GMT 2024","Thu Oct 17 10:10:39 GMT 2024","4601","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Thu Oct 17 10:13:17 GMT 2024","Thu Oct 17 10:13:24 GMT 2024","6942","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"passed","Thu Oct 17 10:13:47 GMT 2024","Thu Oct 17 10:14:03 GMT 2024","16067","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"passed","Thu Oct 17 10:10:21 GMT 2024","Thu Oct 17 10:10:27 GMT 2024","5717","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
