"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 16:59:39 GMT 2024","Wed Oct 16 16:59:45 GMT 2024","5797","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
"passed","Wed Oct 16 17:04:31 GMT 2024","Wed Oct 16 17:04:36 GMT 2024","5326","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"passed","Wed Oct 16 17:03:05 GMT 2024","Wed Oct 16 17:03:20 GMT 2024","15732","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"broken","Wed Oct 16 17:04:39 GMT 2024","Wed Oct 16 17:05:12 GMT 2024","32736","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
"passed","Wed Oct 16 17:02:32 GMT 2024","Wed Oct 16 17:02:39 GMT 2024","7299","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"passed","Wed Oct 16 16:59:35 GMT 2024","Wed Oct 16 17:00:21 GMT 2024","45486","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"passed","Wed Oct 16 17:03:18 GMT 2024","Wed Oct 16 17:04:13 GMT 2024","54697","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"passed","Wed Oct 16 17:02:55 GMT 2024","Wed Oct 16 17:03:08 GMT 2024","13790","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Wed Oct 16 17:02:49 GMT 2024","Wed Oct 16 17:03:02 GMT 2024","13050","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Wed Oct 16 17:04:15 GMT 2024","Wed Oct 16 17:04:19 GMT 2024","3638","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
"passed","Wed Oct 16 17:02:23 GMT 2024","Wed Oct 16 17:02:31 GMT 2024","8015","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
"failed","Wed Oct 16 17:02:28 GMT 2024","Wed Oct 16 17:02:48 GMT 2024","19932","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Wed Oct 16 17:02:04 GMT 2024","Wed Oct 16 17:02:15 GMT 2024","10904","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Wed Oct 16 16:59:51 GMT 2024","Wed Oct 16 16:59:57 GMT 2024","5149","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Wed Oct 16 17:04:25 GMT 2024","Wed Oct 16 17:04:30 GMT 2024","5120","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"passed","Wed Oct 16 16:59:57 GMT 2024","Wed Oct 16 17:01:41 GMT 2024","104077","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Wed Oct 16 17:04:37 GMT 2024","Wed Oct 16 17:04:41 GMT 2024","4292","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"passed","Wed Oct 16 16:59:45 GMT 2024","Wed Oct 16 16:59:51 GMT 2024","6007","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Wed Oct 16 17:04:42 GMT 2024","Wed Oct 16 17:04:51 GMT 2024","8861","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Wed Oct 16 17:04:19 GMT 2024","Wed Oct 16 17:04:24 GMT 2024","4827","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Wed Oct 16 16:59:30 GMT 2024","Wed Oct 16 16:59:35 GMT 2024","5202","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"passed","Wed Oct 16 17:02:00 GMT 2024","Wed Oct 16 17:02:04 GMT 2024","3392","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Wed Oct 16 17:02:47 GMT 2024","Wed Oct 16 17:02:54 GMT 2024","7664","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Wed Oct 16 17:00:23 GMT 2024","Wed Oct 16 17:01:59 GMT 2024","96652","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
"passed","Wed Oct 16 17:02:39 GMT 2024","Wed Oct 16 17:02:46 GMT 2024","7021","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"passed","Wed Oct 16 17:03:11 GMT 2024","Wed Oct 16 17:03:18 GMT 2024","6537","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Wed Oct 16 16:59:30 GMT 2024","Wed Oct 16 16:59:38 GMT 2024","8359","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Wed Oct 16 17:02:15 GMT 2024","Wed Oct 16 17:02:23 GMT 2024","7978","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
