"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 16:52:58 GMT 2024","Wed Oct 16 16:53:53 GMT 2024","54630","chromium","main.spec.ts","Main page testing","","","TC-212: Checking 'Послуги' section on the main page",""
"broken","Wed Oct 16 16:54:22 GMT 2024","Wed Oct 16 16:54:55 GMT 2024","33104","chromium","main.spec.ts","Main page testing","","","TC-213: Checking 'Спецтехніка' section on the main page",""
"passed","Wed Oct 16 16:52:49 GMT 2024","Wed Oct 16 16:53:04 GMT 2024","15351","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-595 Verify image deleting",""
"passed","Wed Oct 16 16:52:07 GMT 2024","Wed Oct 16 16:52:15 GMT 2024","8092","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-384 Verify same images uploading",""
"passed","Wed Oct 16 16:54:06 GMT 2024","Wed Oct 16 16:54:11 GMT 2024","5248","chromium","signIn.spec.ts","Auth page testing","","","TC-576 Authorization with invalid email",""
"passed","Wed Oct 16 16:49:18 GMT 2024","Wed Oct 16 16:49:24 GMT 2024","6168","chromium","createUnit.spec.ts","Create unit functionality","","","TC-297 Verify unit name section",""
"passed","Wed Oct 16 16:52:31 GMT 2024","Wed Oct 16 16:52:46 GMT 2024","15039","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-593 Verify image uploading",""
"passed","Wed Oct 16 16:52:34 GMT 2024","Wed Oct 16 16:52:48 GMT 2024","13884","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-594 Verify image moving",""
"passed","Wed Oct 16 16:54:23 GMT 2024","Wed Oct 16 16:54:33 GMT 2024","10484","chromium","signIn.spec.ts","Auth page testing","","","TC-202 Authorization with valid phone and password",""
"passed","Wed Oct 16 16:54:00 GMT 2024","Wed Oct 16 16:54:05 GMT 2024","4974","chromium","signIn.spec.ts","Auth page testing","","","TC-207 Authorization with invalid phone",""
"passed","Wed Oct 16 16:53:55 GMT 2024","Wed Oct 16 16:53:59 GMT 2024","4043","chromium","signIn.spec.ts","Auth page testing","","","TC-200 Authorization with empty fields",""
"passed","Wed Oct 16 16:51:38 GMT 2024","Wed Oct 16 16:51:41 GMT 2024","3524","chromium","createUnit.spec.ts","Create unit functionality","","","TC-326 Verify 'Скасувати'  button",""
"passed","Wed Oct 16 16:52:18 GMT 2024","Wed Oct 16 16:52:26 GMT 2024","8263","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-405 Verify uploading of invalid size file",""
"passed","Wed Oct 16 16:54:18 GMT 2024","Wed Oct 16 16:54:23 GMT 2024","4316","chromium","signIn.spec.ts","Auth page testing","","","TC-201 Authorization with valid email and password",""
"passed","Wed Oct 16 16:49:25 GMT 2024","Wed Oct 16 16:49:31 GMT 2024","6675","chromium","createUnit.spec.ts","Create unit functionality","","","TC-298 Verify vehicle manufacturer section",""
"passed","Wed Oct 16 16:49:09 GMT 2024","Wed Oct 16 16:49:17 GMT 2024","8620","chromium","consultationForm.spec.ts","Consulting form functionality","","","TC-226: Verify 'У Вас залишилися питання?' form",""
"passed","Wed Oct 16 16:54:12 GMT 2024","Wed Oct 16 16:54:17 GMT 2024","5661","chromium","signIn.spec.ts","Auth page testing","","","TC-577 Authorization with invalid password",""
"failed","Wed Oct 16 16:51:59 GMT 2024","Wed Oct 16 16:52:16 GMT 2024","16928","chromium","createUnit.spec.ts","Create unit functionality","","","TC-319 Verify vehicle location division",""
"passed","Wed Oct 16 16:52:15 GMT 2024","Wed Oct 16 16:52:23 GMT 2024","7763","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-401 Verify uploading of invalid file type",""
"passed","Wed Oct 16 16:51:55 GMT 2024","Wed Oct 16 16:52:06 GMT 2024","11606","chromium","createUnit.spec.ts","Create unit functionality","","","TC-329 Verify 'Далі' button",""
"passed","Wed Oct 16 16:52:23 GMT 2024","Wed Oct 16 16:52:31 GMT 2024","7891","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-390 Verify 'Назад' button",""
"passed","Wed Oct 16 16:49:37 GMT 2024","Wed Oct 16 16:51:19 GMT 2024","102412","chromium","createUnit.spec.ts","Create unit functionality","","","TC-317 Verify technical characteristics section",""
"passed","Wed Oct 16 16:49:32 GMT 2024","Wed Oct 16 16:49:37 GMT 2024","4971","chromium","createUnit.spec.ts","Create unit functionality","","","TC-299 Verify model name input field",""
"passed","Wed Oct 16 16:49:09 GMT 2024","Wed Oct 16 16:49:13 GMT 2024","4591","chromium","createUnit.spec.ts","Create unit functionality","","","TC-294 Verify body title and tab titles",""
"passed","Wed Oct 16 16:52:27 GMT 2024","Wed Oct 16 16:52:34 GMT 2024","7360","chromium","createUnitPhoto.spec.ts","test create unit photo section","","","TC-393 Verify 'Далі' button",""
"passed","Wed Oct 16 16:49:14 GMT 2024","Wed Oct 16 16:49:57 GMT 2024","43215","chromium","createUnit.spec.ts","Create unit functionality","","","TC-296 Verify category (Категорія) section",""
"passed","Wed Oct 16 16:52:51 GMT 2024","Wed Oct 16 16:52:57 GMT 2024","6192","chromium","footer.spec.ts","Footer functionality","","","TC-214: Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Wed Oct 16 16:49:59 GMT 2024","Wed Oct 16 16:51:37 GMT 2024","98076","chromium","createUnit.spec.ts","Create unit functionality","","","TC-318 Verify description section",""
